name_supermarkt,address,lat,long,key_words,codes,postal_code,url2,urls,place,popularity_percent_normal
ALIMA Supermarkt,"Malzstrasse 2, Zrich",47.3657481,8.5213378,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJNQda0_UJkEcREmrEKYvGSl0,8045,,https://maps.google.com/?cid=6722403694807378450,_cid=6722403694807378450,50.708333333333336
Coop Supermarkt Zrich Manessehof,"Uetlibergstrasse 20, Zrich",47.3649163,8.5211239,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJHVi3JfQJkEcRJv9MWJcnqMA,8045,https://www.coop.ch/de/standorte/coop-supermarkt-zuerich-manessehof/1833_POS,https://maps.google.com/?cid=13882389382344539942,_cid=13882389382344539942,46.69047619047619
Migros Supermarkt,"Birmensdorferstrasse 140, Zrich",47.3700773,8.520128399999999,"['grocery_or_supermarket', 'supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJfSSTTR4KkEcRF7QYJUbjEPU,8003,https://filialen.migros.ch/de/migros-supermarkt-zuerich-schmiede-wiedikon,https://maps.google.com/?cid=17658864029329306647,_cid=17658864029329306647,55.88095238095238
Haus Magazin,"Rffelstrasse 28, Zrich",47.3632393,8.5124003,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJvyGriIwJkEcRs6ojaEaNI4o,8045,https://www.hausmagazin.ch/de/kontakt/,https://maps.google.com/?cid=9953954934953323187,,
Coop Supermarkt Zrich Zentrum Friesenberg,"Friesenbergpl. 3, Zrich",47.3609207,8.5068197,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJt9-rXyAKkEcR2KENnw7LbUw,8045,https://www.coop.ch/de/standorte/coop-supermarkt-zuerich-zentrum-friesenberg/4897_POS,https://maps.google.com/?cid=5507281183002436056,_cid=5507281183002436056,53.32051282051282
Barkat Cash & Carry,"Birmensdorferstrasse 141, Zrich",47.3696251,8.5199423,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJn-3BtB8KkEcR0fGCXisbBm0,8003,https://barkat.ch/index.html,https://maps.google.com/?cid=7855996473077592529,_cid=7855996473077592529,51.47435897435897
Coop Supermarkt Zrich Wiedikon,"Birmensdorferstrasse 200, Zrich",47.3707958,8.5160521,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJTx_WDRoKkEcRlRQJMmQLB_4,8003,https://www.coop.ch/de/standorte/coop-supermarkt-zuerich-wiedikon/1979_POS,https://maps.google.com/?cid=18304611735434761365,_cid=18304611735434761365,52.083333333333336
Migros Supermarkt,"Stockerstrasse 47, Zrich",47.3683421,8.5341709,"['grocery_or_supermarket', 'supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJKehoGAIKkEcRoe1kqchOW68,8002,https://filialen.migros.ch/de/migros-supermarkt-zuerich-stockerstrasse-m-express,https://maps.google.com/?cid=12635779803260448161,_cid=12635779803260448161,33.18333333333333
Roli's Quartierladen,"8003, Dubsstrasse 23, Zrich",47.3677338,8.5225593,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJ9UmN_fUJkEcRthtSRCRgiO4,8003,https://chas-roli.webnode.com/,https://maps.google.com/?cid=17188093686740818870,_cid=17188093686740818870,32.020833333333336
Coop Pronto Shop,"Tessinerpl. 3, Zrich",47.3644142,8.5322192,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJR-JmIvkJkEcRlsBVvfH2t-A,8002,https://www.coop-pronto.ch/de/standort/zuerich-am-bahnhof-enge/,https://maps.google.com/?cid=16192682503357972630,_cid=16192682503357972630,48.31372549019608
Roland Lebrument,"Dubsstrasse 23, Zrich",47.3676529,8.522530099999999,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJ-Y-KLcQJkEcRNuHKNfqAq6E,8003,https://yellow.local.ch/d/FFpLbXEtov18UCCFk4EF0Q,https://maps.google.com/?cid=11649546673256587574,,
Coop Supermarkt Zrich Bleicherweg,"Bleicherweg 19, Zrich",47.3677745,8.5357179,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJNdEUsJALkEcRf8VXsbY4wD8,8002,https://www.coop.ch/de/standorte/coop-supermarkt-zuerich-bleicherweg/4922_POS,https://maps.google.com/?cid=4593733977228428671,_cid=4593733977228428671,47.21333333333333
LIDL Switzerland,"Fraumnsterstrasse 16, Zrich",47.3687699,8.541178,"['supermarket', 'convenience_store', 'grocery_or_supermarket', 'home_goods_store', 'food', 'point_of_interest', 'clothing_store', 'store', 'establishment']",ChIJ0REDgqqgmkcRWrTSmPTdg1Q,8001,https://www.lidl.ch/,https://maps.google.com/?cid=6089955163740746842,_cid=6089955163740746842,52.3974358974359
Coop Supermarkt Zrich Brengasse,"Brengasse 16, Zrich",47.3700619,8.537119299999999,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJJVh4EgEKkEcRbF_BNhkt9yU,8001,https://www.coop.ch/de/standorte/coop-supermarkt-zuerich-baerengasse/1255_POS,https://maps.google.com/?cid=2735704884966940524,_cid=2735704884966940524,51.41333333333333
Kiosk,"Brklipl., Zrich",47.3660017,8.540519,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",ChIJb8RCO6-nmkcRGrTHQnfdnbE,8001,,https://maps.google.com/?cid=12798629220348048410,,
Dowa Lebensmittel Ag,"Bahnhofstrasse 34, Zrich",47.3710562,8.5388877,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJEU012AAKkEcRK500Auuh4RU,8001,,https://maps.google.com/?cid=1576719375282773291,,
Coop Supermarkt Zrich Kreuzplatz,"Forchstrasse 4, Zrich",47.3644499,8.5548427,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJdUL9H02nmkcRyUv1OUIJOkA,8008,https://www.coop.ch/de/standorte/coop-supermarkt-zuerich-kreuzplatz/1512_POS,https://maps.google.com/?cid=4628021747121474505,_cid=4628021747121474505,56.6025641025641
Migros,"Falkenstrasse 19 - 21, Zrich",47.36543959999999,8.547797899999999,"['grocery_or_supermarket', 'supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJe6LeMFOnmkcRw2FC6oADh-Q,8008,https://filialen.migros.ch/de/migros-supermarkt-zuerich-stadelhofen,https://maps.google.com/?cid=16467134414724424131,_cid=16467134414724424131,57.58441558441559
Migros Supermarkt,"Kreuzpl. 20, Zrich",47.3645091,8.5537771,"['grocery_or_supermarket', 'supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJrZtsEZD8jkcRZSrPkC9Ynh8,8008,https://filialen.migros.ch/de/migros-supermarkt-zuerich-kreuzplatz,https://maps.google.com/?cid=2278355422812252773,_cid=2278355422812252773,60.09722222222222
coop Zrich Stadelhofen,"Stadelhoferstrasse 10, Zrich",47.3665879,8.5478226,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJe4Xxp-ChmkcRQoDwtFTPTeQ,8001,https://www.coop.ch/de/standorte/coop-supermarkt-zuerich-stadelhofen/1511_POS,https://maps.google.com/?cid=16451032976574152770,_cid=16451032976574152770,34.15315315315316
SPAR Supermarkt Dolderstrasse,"Dolderstrasse 5, Zrich",47.3703218,8.5568505,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJByNz1bOgmkcRfF5v1v-wqvA,8032,https://www.spar.ch/,https://maps.google.com/?cid=17341867928004288124,_cid=17341867928004288124,64.10526315789474
SPAR express Zrich Schauspielhaus,"Hottingerstrasse 2, Zrich",47.37035119999999,8.549401,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJy90vI6ygmkcRvGcuE-1MqQ4,8032,https://www.spar.ch/,https://maps.google.com/?cid=1056460168707860412,_cid=1056460168707860412,50.125
LoretOlio,"Promenadengasse 18, Zrich",47.3693251,8.5490757,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJg-evQ6ygmkcRoYZpj9E-ZsA,8001,http://www.loretolio.ch/kontakt.html,https://maps.google.com/?cid=13863837572681795233,,
maxi,"Gemeindestrasse 39, Zrich",47.3693137,8.5539752,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJmcEUc7KgmkcRV7gaQCXWMcc,8032,,https://maps.google.com/?cid=14353488942884108375,,
Bellevue Marroni,"Theaterstrasse 14, Zrich",47.3668455,8.5461979,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJ65YDDJChmkcRa2lRIs9M5yw,8001,http://www.bellevuemarroni.ch/,https://maps.google.com/?cid=3235639309806692715,,
Oliven & l,"Gemeindestrasse 65, Zrich",47.3699156,8.5559963,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJgdZaldihmkcRV6UoSeeNsyY,8032,http://www.olivenundoel.ch/,https://maps.google.com/?cid=2788728618776831319,,
Coop Supermarkt Zrich Rmerhof,"Klosbachstrasse 104, Zrich",47.3678286,8.5608793,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJiXCkXrSgmkcR_p7tVPS-F-o,8032,https://www.coop.ch/de/standorte/coop-supermarkt-zuerich-roemerhof/1736_POS,https://maps.google.com/?cid=16868160885945638654,_cid=16868160885945638654,51.13095238095238
minimoorechopf,"8032, Gemeindestrasse 36, Zrich",47.369103,8.5545747,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJZ-zAa7KgmkcR73_oujg6hw4,8032,,https://maps.google.com/?cid=1046869453715308527,,
Solemare Alimentari SA c/o Frey Pfister AG,"Forchstrasse 2, Zrich",47.3604577,8.563859599999999,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJCYJR5DWnmkcREIH0Wcd2qo0,8032,,https://maps.google.com/?cid=10208102103968416016,,
Denner Express,"Hottingerstrasse 52, Zrich",47.3690299,8.5558873,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJDwsmspGhmkcREbIDOCNK_OE,8032,https://www.denner.ch/,https://maps.google.com/?cid=16283971867788947985,_cid=16283971867788947985,62.763888888888886
7 Knste,"Titlisstrasse, Zrich",47.3694126,8.5643338,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",ChIJKQNB-rWgmkcRC6lS4_kIwQ0,8032,http://www.siebenkuenste.de/kontakt.html,https://maps.google.com/?cid=991083262351943947,,
Denner Express,"Apollostrasse 2, Zrich",47.364459,8.5556508,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJs33i3EynmkcRhEO10jMrX7g,8032,https://www.denner.ch/,https://maps.google.com/?cid=13285384927344673668,_cid=13285384927344673668,50.02777777777778
Migros Supermarkt,"Albisriederstrasse 365, Zrich",47.3752046,8.4857195,"['grocery_or_supermarket', 'supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJT4C60NYLkEcR4go8AuAy9HE,8047,https://filialen.migros.ch/de/migros-supermarkt-zuerich-puent,https://maps.google.com/?cid=8211243958294809314,_cid=8211243958294809314,55.98611111111112
Coop Supermarkt Zrich A-Park,"Albisriederstrasse 334, Zrich",47.3761878,8.4870906,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJe_dIMdcLkEcRAcqzjn6bRd8,8047,https://www.coop.ch/de/standorte/coop-supermarkt-zuerich-a-park/3304_POS,https://maps.google.com/?cid=16088436211713296897,_cid=16088436211713296897,63.34722222222222
Coop Supermarkt Zrich Gutstrasse,"Gutstrasse 159, Zrich",47.37366309999999,8.5023812,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJvcXhJCkKkEcRH_-ZcFryCNo,8047,https://www.coop.ch/de/standorte/coop-supermarkt-zuerich-gutstrasse/4069_POS,https://maps.google.com/?cid=15711073770332094239,_cid=15711073770332094239,48.47435897435897
Coop Supermarkt Zrich Albisriederplatz,"Badenerstrasse 333, Zrich",47.37771129999999,8.5111067,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJifEbwyQKkEcReeGy5M0-WeE,8003,https://www.coop.ch/de/standorte/coop-supermarkt-zuerich-albisriederplatz/2674_POS,https://maps.google.com/?cid=16238078985487180153,_cid=16238078985487180153,42.82222222222222
Coop Supermarkt Zrich Lochergut,"Badenerstrasse 244, Zrich",47.3757341,8.5173337,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJteWyVyIKkEcR0I2C_1V3NVc,8004,https://www.coop.ch/de/standorte/coop-supermarkt-zuerich-lochergut/1409_POS,https://maps.google.com/?cid=6284060066308066768,_cid=6284060066308066768,54.15555555555556
Livio Piatti,"Zentralstrasse 119a, Zrich",47.3744491,8.5155453,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJ71aFNCIKkEcRfnr9ePaYfmw,8003,http://www.liviopiatti.ch/kontakt.html,https://maps.google.com/?cid=7817854187521014398,,
migrolino fresh Zrich Albisriederplatz,"Badenerstrasse 339, Zrich",47.3778922,8.5108966,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJyQ0vB8QLkEcR0JgxrQCFjGM,8004,http://www.migrolino.ch/,https://maps.google.com/?cid=7173254544446560464,,
migrolino fresh Zrich Albisriederplatz,"Badenerstrasse 339, Zrich",47.3778922,8.5108961,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJyQ0vB8QLkEcR0JgxrQCFjGM,8004,http://www.migrolino.ch/,https://maps.google.com/?cid=7173254544446560464,,
Migros Supermarkt,"Wengistrasse 7, Zrich",47.374944,8.523068,"['grocery_or_supermarket', 'supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJ3_pzcxkKkEcRcqDQcszcT6Y,8004,https://filialen.migros.ch/de/migros-supermarkt-zuerich-wengihof,https://maps.google.com/?cid=11984039904113893490,_cid=11984039904113893490,59.08974358974359
Seker Market,"Zurlindenstrasse 112, Zrich",47.371251,8.519001,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJd3fTch8KkEcRcLDEAYmBHaU,8003,https://yellow.local.ch/d/yNBDF9QX9dj18lsgbt0OWQ,https://maps.google.com/?cid=11897808216022888560,_cid=11897808216022888560,40.44444444444444
Coop Pronto Shop,"Birmensdorferstrasse 55, Zrich",47.3713635,8.5251356,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJe49XbxkKkEcRH1OzFi_Q5rk,8004,https://www.coop-pronto.ch/de/standort/zuerich-wiedikon/,https://maps.google.com/?cid=13395623042323010335,_cid=13395623042323010335,56.01960784313726
Superfood Shop,"Seebahnstrasse 109, Zrich",47.3726065,8.5208505,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJB90wKB8KkEcRfR_Upw8oFeQ,8003,,https://maps.google.com/?cid=16435086462863810429,,
Newroz Metzgerei Und Lebensmittel,"Birmensdorferstrasse 67, Zrich",47.3710931,8.524412,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJQQIYtbgLkEcRyjx4YgHFpaE,8004,,https://maps.google.com/?cid=11647932621001342154,_cid=11647932621001342154,32.06896551724138
ffentlicher Khlschrank - Food Waste reduzieren,"Kalkbreitestrasse 2, Zrich",47.3744051,8.5211565,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJcdpi91gLkEcRLe_ervRPays,8003,http://madamefrigo.ch/,https://maps.google.com/?cid=3128682278463401773,,
Coop Supermarkt Zrich Hohlstrasse,"Hohlstrasse 35, Zrich",47.3771023,8.5265009,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJteWyVyIKkEcRed52ybQo6ts,8004,https://www.coop.ch/de/standorte/coop-supermarkt-zuerich-hohlstrasse/1722_POS,https://maps.google.com/?cid=15846522995795746425,_cid=15846522995795746425,40.56666666666667
Kiosk Kalkbreite,"Kalkbreitestrasse 1, Zrich",47.3742612,8.5214843,"['convenience_store', 'food', 'point_of_interest', 'store', 'establishment']",ChIJycs8IBkKkEcRWpnUbv6ObU4,8003,,https://maps.google.com/?cid=5651330330852104538,,
Coop Pronto Shop,"Badenerstrasse 44, Zrich",47.3735606,8.5280957,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJN4lZaRsKkEcR8UgdpDhrUwg,8004,https://www.coop-pronto.ch/de/standort/zuerich-stauffacher/,https://maps.google.com/?cid=599941066386131185,_cid=599941066386131185,35.97058823529412
Migros,"Lwenstrasse 31-35, Zrich",47.37538319999999,8.5360797,"['grocery_or_supermarket', 'supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJebvE0AUKkEcRli-dLu8vFaM,8001,https://filialen.migros.ch/de/migros-supermarkt-zuerich-city,https://maps.google.com/?cid=11751351507018919830,_cid=11751351507018919830,56.46969696969697
Coop Supermarkt Zrich Stauffacher,"Badenerstrasse 15, Zrich",47.37342350000001,8.5303361,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJx0FaShsKkEcRmJj7xPh7kUY,8004,https://www.coop.ch/de/standorte/coop-supermarkt-zuerich-stauffacher/1412_POS,https://maps.google.com/?cid=5084981762664929432,_cid=5084981762664929432,43.278688524590166
Caffetteria,"Lwenstrasse 2, Zrich",47.3729728,8.534667299999999,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJNTqqFk0LkEcRKfUg-9PoFM8,8001,,https://maps.google.com/?cid=14921807462534280489,,
Alnatura Bio Super Markt,"Lwenstrasse 31, Zrich",47.3750629,8.5361977,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJ3efNzwUKkEcR3FNdmoh5Ivg,8001,https://alnatura.migros.ch/de/filialfinder#alnatura-bio-super-markt-alnatura-bio-super-markt-zuerich-city,https://maps.google.com/?cid=17879987098226611164,_cid=17879987098226611164,52.083333333333336
migrolino fresh Zrich Lwenstrasse,"Lwenstrasse 2, Zrich",47.3729829,8.534700899999999,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJabhIdIcLkEcRLJVQ58SSRHc,8001,http://www.migrolino.ch/,https://maps.google.com/?cid=8594155363321812268,,
REFORMHAUS,"Bckerstrasse 22, Zrich",47.3745234,8.529703999999999,"['grocery_or_supermarket', 'food', 'health', 'point_of_interest', 'store', 'establishment']",ChIJ35COtgQKkEcRm_xEgKNHvs0,8004,http://www.reformhaus.ch/,https://maps.google.com/?cid=14825365790907497627,,
REFORMHAUS,"Stockerstrasse 38, Zrich",47.3675591,8.5348781,"['grocery_or_supermarket', 'drugstore', 'meal_takeaway', 'restaurant', 'food', 'health', 'point_of_interest', 'store', 'establishment']",ChIJmYEM-QEKkEcRJI81v8AuBKI,8002,http://www.reformhaus.ch/,https://maps.google.com/?cid=11674507539427725092,_cid=11674507539427725092,51.20967741935484
Coop Supermarkt Zrich ShopVille HB,"Halle, Lwenstrasse, Zrich",47.37780739999999,8.5384649,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJTwg-2gUKkEcRGt4wjZvo6lg,8021,https://www.coop.ch/de/standorte/coop-supermarkt-zuerich-shopville-hb/4899_POS,https://maps.google.com/?cid=6407189174674316826,_cid=6407189174674316826,48.70642201834863
Migros Supermarkt,"ShopVille - Zrich Hauptbahnhof, Zrich",47.3770993,8.5393882,"['grocery_or_supermarket', 'supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJIZbEjggKkEcRw__ZfGwKmTA,8001,https://filialen.migros.ch/de/migros-supermarkt-zuerich-shopvillemaert,https://maps.google.com/?cid=3501841646324678595,,
Di Bennardo AG,"Morgartenstrasse 5, Zrich",47.3711561,8.5294931,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJ0XyPyhwKkEcRpPQzJjjrEJg,8004,http://www.dibennardo.com/,https://maps.google.com/?cid=10957516519784051876,,
Profi Nonogramm,"Stockerstrasse 44, Zrich",47.3680561,8.5346769,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJgQoKHgIKkEcRAsd03uVRyIc,8002,,https://maps.google.com/?cid=9784160238183958274,,
L'essenza,"Lwenstrasse 2, Zrich",47.3730024,8.534955499999999,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJibZB0hoLkEcRjGNBLWkAawE,8001,https://essenzacoffee.ch/?y_source=1_MjA0MDE1NTYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,https://maps.google.com/?cid=102175868276794252,,
Coop,"Museumstrasse, Zrich",47.3778076,8.5384652,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJuQHq4AgKkEcRY14U5w5bJfQ,8001,http://www.coop.ch/de/einkaufen/coop-to-go.html?ccmp=_1:coop-brandkombi_2:coop_3:ext_4:sem_5:google-search_6:search-ad_7:web_8:002_9:de&gclid=EAIaIQobChMIrN-b7cTk2wIVBF8ZCh3FowkKEAAYASAAEgIsRPD_BwE,https://maps.google.com/?cid=17592567638957252195,_cid=17592567638957252195,27.99019607843137
natrli Kseladen in Zrich im Coop City St. Annahof,"Bahnhofstrasse 57, Zrich",47.372882,8.538064199999999,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJc32Jlh8LkEcRTT0IkysMj3Q,8001,http://www.naturli-ag.ch/,https://maps.google.com/?cid=8398945211359182157,,
Coop Supermarkt City Zrich St. Annahof Food,"Bahnhofstrasse 57, Zrich",47.37295719999999,8.537843400000002,"['department_store', 'point_of_interest', 'store', 'establishment']",ChIJXyZCmMILkEcRSFi34qPZI5U,8001,https://www.coop.ch/de/services/standorte-und-oeffnungszeiten/detail.html/1914/,https://maps.google.com/?cid=10746672433742698568,_cid=10746672433742698568,59.5
Casa Tropical Swiss,"Stauffacherstrasse 44, Zrich",47.3768131,8.5252233,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJIxAd9hkKkEcR9x74BUJzLOg,8004,,https://maps.google.com/?cid=16729873443179732727,,
Ramos Lebensmittel,"Neumarkt 7, Zrich",47.3727574,8.5458924,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJc2zWDamgmkcRJdLmTZ1ZlyU,8001,https://zuri.net/de/zurich/shopping/ramos-lebensmittel-5782.htm,https://maps.google.com/?cid=2708732233038352933,,
Coop Supermarkt Zrich Bahnhofbrcke,"Bahnhofbrcke 1, Zrich",47.3764584,8.5423575,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJBUuIDAgKkEcR6dqDd_VHtbA,8001,https://www.coop.ch/de/standorte/coop-supermarkt-zuerich-bahnhofbruecke/1905_POS,https://maps.google.com/?cid=12733162641057635049,_cid=12733162641057635049,50.25
italienische spezialitten,"Unnamed Road, 8001, Zrich",47.3736164,8.544817799999999,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJaf7JsqmgmkcRGLZ4Zi9Nd54,8001,,https://maps.google.com/?cid=11418680246199170584,,
mymuesli Laden Zurich,"Mnstergasse 22, Zrich",47.3713737,8.544274999999999,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJT_GEh6mgmkcRsVsx9u4Slxo,8001,http://www.mymuesli.com/laden,https://maps.google.com/?cid=1916020984011381681,_cid=1916020984011381681,27.703703703703702
Carlo Meschini - Prodotti Alimentari,"Glockengasse 2, Zrich",47.3720112,8.540710599999999,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJz84LSQcKkEcRWkp4PaDzCe8,8001,,https://maps.google.com/?cid=17224566119406783066,,
Punto Italiano,"Zhringerpl. 14, Zrich",47.3738034,8.5446426,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJF3z-AX6hmkcR5G1nxmd5Fl0,8001,http://www.puntoitalianodamichele.ch/,https://maps.google.com/?cid=6707682181632191972,,
Russo,"Freiestrasse 14, Zrich",47.373345,8.5522294,"['grocery_or_supermarket', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJCylYrK-gmkcRFKMOIuDGRUA,8032,http://www.russo-lebensmittel.ch/,https://maps.google.com/?cid=4631326457766781716,_cid=4631326457766781716,51.11940298507463
migrolino,"Bahnhofquai Hauptbahnhof, Zrich",47.37788,8.5411998,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJd8y6vAgKkEcRaFgy3lgjfcs,8001,http://www.migrolino.ch/,https://maps.google.com/?cid=14662914826380138600,_cid=14662914826380138600,17.8015873015873
Pick Fresh,"Zrichbergstrasse 64, Zrich",47.3756732,8.559680499999999,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJB_9hcrqgmkcRotnOI7okW38,8044,,https://maps.google.com/?cid=9176969047580793250,_cid=9176969047580793250,51.66197183098591
Engi DelikatEssen,"Schnleinstrasse 16, Zrich",47.3739491,8.5524268,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJUQRotiSnmkcR8xgFfi4wwkM,8032,,https://maps.google.com/?cid=4882517922263931123,,
k kiosk,"Heimpl., Zrich",47.3704884,8.5488546,"['convenience_store', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJYUt98dChmkcRqWBQLGWqzA4,8001,https://www.kkiosk.ch/,https://maps.google.com/?cid=1066414563291848873,_cid=1066414563291848873,56.55384615384615
Coop Supermarkt Zrich Fluntern,"Zrichbergstrasse 75, Zrich",47.3763892,8.559660299999999,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJdUL9H02nmkcRU115IRS7Tn0,8044,https://www.coop.ch/de/standorte/coop-supermarkt-zuerich-fluntern/1600_POS,https://maps.google.com/?cid=9029359998059765075,_cid=9029359998059765075,58.024096385542165
SPAR Supermarkt Urdorf,"Bachstrasse 11, Urdorf",47.3819171,8.4237329,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJ4URWvBgMkEcRkBRAG77pLIE,8902,https://www.spar.ch/,https://maps.google.com/?cid=9308071532578215056,_cid=9308071532578215056,63.25974025974026
Olive Market,"Rautistrasse 106, Zrich",47.3828622,8.4865048,"['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJI0KPuwgLkEcR_4yKIFqHZNA,8048,,https://maps.google.com/?cid=15016275878722833663,_cid=15016275878722833663,40.426829268292686
SPAR Supermarkt Zollfreilager,"Freilagerstrasse 51, Zrich",47.3800427,8.4896586,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",ChIJjRPzD9ILkEcRJ1OiJpXlD48,8047,https://www.spar.ch/,https://maps.google.com/?cid=10308710500835414823,_cid=10308710500835414823,52.35897435897436
