,square_id,center_lat,center_lng,hh_ha,pers_ha,pt_class,pt_dis,station_dis,noise_street
0,sq1-1,47.36033233082708,8.430295187969923,0.0,0.0,3.9565217391304346,562.0300751879699,8531.165413533834,52.3984962406015
1,sq1-2,47.36008085106383,8.434613617021276,1.446808510638298,3.0638297872340425,2.893617021276596,372.1808510638298,8220.904255319148,52.712765957446805
2,sq1-3,47.36183571428571,8.438193571428572,0.0,0.0,3.5,486.25,7911.785714285715,66.07142857142857
3,sq1-4,47.35990219780219,8.445249670329671,8.0,19.076923076923077,3.78021978021978,158.02197802197801,7450.054945054945,55.714285714285715
4,sq1-5,47.3597695652174,8.449631195652175,3.4782608695652173,8.869565217391305,3.0,85.8695652173913,7136.086956521739,62.80434782608695
5,sq1-6,47.3608443902439,8.455127170731707,5.2682926829268295,12.429268292682927,3.053658536585366,174.6341463414634,6704.951219512195,56.37073170731707
6,sq1-7,47.36078333333333,8.459733791666666,22.625,43.833333333333336,3.075,183.60416666666666,6374.520833333333,52.833333333333336
7,sq1-8,47.360851249999996,8.464757291666666,8.158333333333333,18.066666666666666,3.1,162.60416666666666,6011.458333333333,53.95
8,sq1-9,47.3602380116959,8.469433157894736,4.95906432748538,11.812865497076023,3.6666666666666665,160.26315789473685,5701.286549707603,44.292397660818715
9,sq1-10,47.35982571428572,8.474088285714286,4.571428571428571,10.019047619047619,3.3523809523809525,238.14285714285714,5390.333333333333,28.942857142857143
10,sq1-11,47.3589,8.47724,0.0,0.0,3.0,150.0,5210.0,25.0
11,sq1-12,,,,,0.01,,,
12,sq1-13,47.3622,8.49186,0.0,0.0,3.0,410.0,4055.0,34.0
13,sq1-14,47.361385321100926,8.494957706422017,0.5504587155963303,0.8807339449541285,2.9174311926605503,298.6697247706422,3891.376146788991,33.22018348623853
14,sq1-15,47.36064365671642,8.499463059701492,12.432835820895523,23.940298507462686,2.3805970149253732,168.67537313432837,3639.4962686567164,38.809701492537314
15,sq1-16,47.36060333333333,8.504409407407406,27.288888888888888,82.93333333333334,1.1296296296296295,126.70370370370371,3333.3518518518517,50.733333333333334
16,sq1-17,47.36055925925926,8.509372814814814,26.244444444444444,56.162962962962965,1.2444444444444445,141.42592592592592,3040.037037037037,47.77407407407407
17,sq1-18,47.360570863309356,8.51437082733813,23.87769784172662,44.007194244604314,1.5683453237410072,166.81654676258992,2760.3237410071943,48.12589928057554
18,sq1-19,47.36057789473684,8.51930196491228,41.11929824561403,80.32280701754387,1.249122807017544,133.140350877193,2511.8947368421054,55.72982456140351
19,sq1-20,47.36052202797203,8.52427444055944,46.03846153846154,88.9020979020979,1.013986013986014,94.52797202797203,2299.090909090909,64.23076923076923
20,sq1-21,47.360464359861595,8.529282214532872,31.56401384083045,67.29757785467127,1.4844290657439447,142.52595155709344,2132.1626297577855,55.567474048442904
21,sq1-22,47.36044440559441,8.534288461538463,20.706293706293707,45.28321678321678,1.7097902097902098,132.91958041958043,2018.479020979021,57.35664335664335
22,sq1-23,47.36132105263158,8.53703210526316,0.0,0.0,1.4210526315789473,179.73684210526315,1883.421052631579,52.10526315789474
23,sq1-24,47.361318181818184,8.546208181818182,0.6818181818181818,0.9545454545454546,1.7727272727272727,336.8181818181818,1923.1818181818182,52.22727272727273
24,sq1-25,47.36042433333333,8.549331166666667,43.74666666666667,77.18666666666667,1.2166666666666666,184.21666666666667,2088.3166666666666,59.54666666666667
25,sq1-26,47.360371617161725,8.554320396039603,41.72937293729373,74.11881188118812,1.0,155.41254125412541,2246.732673267327,56.198019801980195
26,sq1-27,47.36033717105263,8.559339769736841,33.921052631578945,65.95394736842105,1.1019736842105263,128.58552631578948,2453.8815789473683,54.276315789473685
27,sq1-28,47.360371428571426,8.564308158730158,49.46666666666667,92.87301587301587,1.8412698412698412,149.42857142857142,2688.6666666666665,48.93333333333333
28,sq1-29,47.36032476190475,8.569271492063491,46.78095238095238,91.26031746031747,1.8857142857142857,127.31746031746032,2959.4920634920636,53.96825396825397
29,sq1-30,47.36015945017183,8.574197182130584,7.975945017182131,22.42611683848797,2.0240549828178693,170.65292096219932,3256.8900343642613,52.50515463917526
30,sq1-31,47.360171661237786,8.579150618892507,23.514657980456025,46.351791530944624,2.003257328990228,156.27035830618894,3558.110749185668,49.50814332247557
31,sq1-32,47.359991724137934,8.58419644827586,27.896551724137932,54.43448275862069,1.5344827586206897,144.93103448275863,3889.0,45.08275862068965
32,sq1-33,47.36013797468354,8.589167025316454,37.82911392405063,67.68987341772151,1.4588607594936709,115.31645569620254,4206.882911392405,44.55379746835443
33,sq1-34,47.36013072100313,8.594088369905956,17.768025078369906,36.507836990595614,1.0689655172413792,169.01253918495297,4537.523510971787,49.78369905956113
34,sq1-35,47.360120795107036,8.599049663608563,25.34250764525994,46.6605504587156,1.7584097859327217,153.62385321100916,4876.8960244648315,51.91743119266055
35,sq1-36,47.36030136054423,8.602731904761903,6.91156462585034,12.843537414965986,2.129251700680272,163.843537414966,5123.571428571428,49.98639455782313
36,sq1-37,47.36220909090909,8.608036363636366,0.0,0.0,3.0,410.90909090909093,5420.454545454545,63.36363636363637
37,sq2-1,47.36516319444445,8.42973142361111,0.5,0.9444444444444444,4.0,170.45138888888889,8465.121527777777,54.44097222222222
38,sq2-2,47.36481599999999,8.434610399999999,0.48,0.64,4.0,416.2,8108.8,53.14
39,sq2-3,47.365059523809514,8.440019761904761,0.8571428571428571,1.5238095238095237,4.0,620.1785714285714,7702.083333333333,48.285714285714285
40,sq2-4,47.366279487179476,8.44446935897436,0.6153846153846154,0.6153846153846154,4.0,341.9871794871795,7346.410256410257,48.666666666666664
41,sq2-5,47.36616567164179,8.450415895522388,0.6268656716417911,0.9850746268656716,4.0,303.65671641791045,6907.910447761194,46.95522388059702
42,sq2-6,47.365071074380175,8.455028760330578,0.49586776859504134,0.49586776859504134,3.75,340.78512396694214,6594.628099173554,45.1900826446281
43,sq2-7,47.36477802197802,8.46016054945055,8.706959706959706,17.91941391941392,2.8351648351648353,152.61904761904762,6223.589743589743,58.16483516483517
44,sq2-8,47.365005882352946,8.464997887700534,11.411764705882353,25.585561497326204,2.802139037433155,127.2192513368984,5862.967914438503,48.40909090909091
45,sq2-9,47.36454659685864,8.46857057591623,7.183246073298429,13.115183246073299,3.392670157068063,248.6910994764398,5614.869109947644,36.230366492146594
46,sq2-10,,,,,0.01,,,
47,sq2-11,,,,,0.01,,,
48,sq2-12,47.36721714285714,8.486015142857145,3.4285714285714284,5.714285714285714,2.0,149.0,4265.714285714285,57.0
49,sq2-13,47.36655611510791,8.490059856115108,18.26618705035971,37.0,1.6978417266187051,280.57553956834533,3998.1294964028775,54.273381294964025
50,sq2-14,47.365378666666665,8.494729633333334,17.713333333333335,39.52,1.5766666666666667,142.75,3715.55,44.21333333333333
51,sq2-15,47.36514575757576,8.499535424242424,21.945454545454545,59.46060606060606,1.7727272727272727,194.78787878787878,3394.2727272727275,44.345454545454544
52,sq2-16,47.365100000000005,8.504499303030304,25.303030303030305,76.4060606060606,1.4393939393939394,148.92424242424244,3061.878787878788,54.18787878787879
53,sq2-17,47.36513636363637,8.509486129032258,49.25513196480939,105.48973607038123,1.8357771260997067,136.40762463343108,2734.7653958944284,51.38709677419355
54,sq2-18,47.3651821958457,8.51440293768546,41.54896142433235,102.10682492581603,2.373887240356083,218.63501483679525,2425.252225519288,44.240356083086056
55,sq2-19,47.36518515151515,8.519395393939394,78.78181818181818,149.3212121212121,1.3060606060606061,170.71212121212122,2133.242424242424,55.160606060606064
56,sq2-20,47.365051419558355,8.524315741324921,29.37223974763407,63.981072555205046,1.195583596214511,152.602523659306,1888.596214511041,63.4384858044164
57,sq2-21,47.36509212121212,8.529323121212123,12.76969696969697,30.848484848484848,1.0909090909090908,139.34848484848484,1669.2272727272727,57.527272727272724
58,sq2-22,47.36515655976675,8.534289300291546,25.043731778425656,44.67638483965015,1.0,111.76384839650146,1513.002915451895,61.93877551020408
59,sq2-23,47.36598863636364,8.53899290909091,1.8,2.8181818181818183,1.0,142.36363636363637,1356.9772727272727,59.29545454545455
60,sq2-24,47.365719999999996,8.545067823529411,0.49411764705882355,0.5882352941176471,1.0,142.3235294117647,1430.1470588235295,64.0764705882353
61,sq2-25,47.36513,8.549183060606062,28.466666666666665,46.67272727272727,1.0,108.03030303030303,1600.9848484848485,57.0030303030303
62,sq2-26,47.365103003003,8.554165345345345,52.210210210210214,93.91891891891892,1.12012012012012,139.5795795795796,1796.8468468468468,57.57657657657658
63,sq2-27,47.365146956521734,8.559114144927538,63.2463768115942,119.03768115942029,1.0695652173913044,130.59420289855072,2035.6376811594203,52.80869565217391
64,sq2-28,47.365203927492445,8.564102235649548,50.39577039274924,106.33232628398791,1.0332326283987916,99.33534743202416,2312.084592145015,58.37764350453172
65,sq2-29,47.365117021276596,8.569070303951367,19.19148936170213,41.319148936170215,1.4893617021276595,242.50759878419453,2620.6231003039516,51.52279635258358
66,sq2-30,47.364198245614034,8.573849707602339,6.152046783625731,14.491228070175438,2.087719298245614,217.77777777777777,2977.5438596491226,54.707602339181285
67,sq2-31,47.36514523809522,8.579211904761907,0.4126984126984127,0.8333333333333334,3.3174603174603177,481.3492063492063,3286.3888888888887,35.46825396825397
68,sq2-32,47.36605,8.581725,0.0,0.0,4.0,678.75,3411.25,29.5
69,sq2-33,47.36481354166667,8.58988796875,1.7239583333333333,2.9739583333333335,3.1875,435.4947916666667,4035.4427083333335,35.458333333333336
70,sq2-34,47.364577235772366,8.593986707317072,9.211382113821138,26.914634146341463,2.654471544715447,496.3821138211382,4333.739837398374,43.36178861788618
71,sq2-35,47.36414132231405,8.59852314049587,7.669421487603306,19.33884297520661,2.6198347107438016,369.6280991735537,4672.024793388429,57.68595041322314
72,sq2-36,47.36404125874127,8.603434825174826,0.3356643356643357,1.118881118881119,2.5874125874125875,314.965034965035,5026.468531468531,48.80419580419581
73,sq2-37,47.3629,8.60838,0.0,0.0,3.0,455.0,5420.0,55.0
74,sq3-1,47.36900864197531,8.428645555555557,0.0,0.8888888888888888,4.0,300.0,8483.703703703704,56.53086419753087
75,sq3-2,47.37241666666667,8.433005833333333,0.0,6.0,0.01,653.75,8116.666666666667,38.5
76,sq3-3,,,,,0.01,,,
77,sq3-4,47.36918461538461,8.44542034965035,0.5874125874125874,0.5874125874125874,4.0,236.8881118881119,7224.615384615385,41.40559440559441
78,sq3-5,47.37022409638554,8.449746144578313,12.112449799196787,25.718875502008032,3.682730923694779,148.23293172690762,6886.024096385542,53.8433734939759
79,sq3-6,47.370418,8.454791966666667,10.553333333333333,23.83,3.0766666666666667,155.81666666666666,6505.7,49.68333333333333
80,sq3-7,47.370237689969606,8.459633039513678,6.939209726443769,17.237082066869302,2.9027355623100304,188.51063829787233,6146.565349544073,48.75075987841945
81,sq3-8,47.36899,8.463258875,1.1375,2.7,2.0,102.9375,5896.1875,63.7125
82,sq3-9,47.37104,8.470247538461537,0.0,0.0,3.9384615384615387,593.5384615384615,5338.538461538462,70.03076923076924
83,sq3-10,,,,,0.01,,,
84,sq3-11,47.37066065573771,8.481357704918032,1.1147540983606556,1.8360655737704918,2.1475409836065573,330.24590163934425,4521.475409836065,58.22950819672131
85,sq3-12,47.370279268292684,8.484630762195122,14.548780487804878,31.40548780487805,1.8445121951219512,194.84756097560975,4286.280487804878,54.55792682926829
86,sq3-13,47.370187009063436,8.489607190332327,43.94561933534743,81.47129909365559,1.338368580060423,148.29305135951662,3921.8882175226586,55.299093655589125
87,sq3-14,47.37015838323354,8.494608502994012,67.59281437125749,125.67065868263474,1.1766467065868262,135.5239520958084,3555.9131736526947,53.55988023952096
88,sq3-15,47.370097583081574,8.499611027190333,61.14501510574018,115.73716012084593,1.2326283987915407,209.18429003021149,3193.7009063444107,52.38670694864048
89,sq3-16,47.370149709302325,8.50460523255814,47.76453488372093,90.5813953488372,1.0087209302325582,126.00290697674419,2832.5,56.093023255813954
90,sq3-17,47.37019670658682,8.509544520958084,84.83832335329342,156.5688622754491,1.0449101796407185,141.72155688622755,2479.5508982035926,55.18562874251497
91,sq3-18,47.370178787878785,8.514531303030303,108.46060606060605,195.66666666666666,1.0272727272727273,137.57575757575756,2133.151515151515,55.61818181818182
92,sq3-19,47.370134848484845,8.519495666666668,98.21212121212122,179.37272727272727,1.003030303030303,164.96969696969697,1802.621212121212,61.69090909090909
93,sq3-20,47.37012215384616,8.524439323076923,64.4,144.48615384615385,1.2184615384615385,183.46153846153845,1491.1692307692308,63.723076923076924
94,sq3-21,47.370151304347836,8.529426666666666,32.05507246376811,72.28405797101449,1.4086956521739131,202.08695652173913,1210.1304347826087,63.18550724637681
95,sq3-22,47.37021057401812,8.534386132930512,7.253776435045317,15.051359516616314,1.0151057401812689,109.09365558912387,990.0453172205438,61.35045317220544
96,sq3-23,47.37016878787879,8.539357424242425,14.218181818181819,22.484848484848484,1.0,124.36363636363636,893.6818181818181,53.38484848484848
97,sq3-24,47.37012424242424,8.544321848484849,44.71515151515152,73.2969696969697,1.0,127.24242424242425,949.8787878787879,50.03030303030303
98,sq3-25,47.37010419161677,8.54930865269461,14.835329341317365,25.736526946107784,1.0,128.05389221556885,1134.7155688622754,59.42215568862275
99,sq3-26,47.370162573099414,8.554235847953215,40.62280701754386,79.5,1.0701754385964912,164.89766081871346,1389.312865497076,53.09356725146199
100,sq3-27,47.37020484848484,8.559219393939394,37.08181818181818,75.03939393939395,1.3606060606060606,208.27272727272728,1691.530303030303,51.86969696969697
101,sq3-28,47.370156060606064,8.564183787878788,27.651515151515152,60.00909090909091,1.7,126.03030303030303,2021.7121212121212,56.15151515151515
102,sq3-29,47.37010818181819,8.569148,4.433333333333334,12.157575757575758,2.893939393939394,292.93939393939394,2365.5454545454545,53.57575757575758
103,sq3-30,47.37057025641026,8.573566512820511,0.7846153846153846,1.4974358974358974,3.7948717948717947,324.43589743589746,2661.358974358974,42.85641025641026
104,sq3-31,47.3693323943662,8.579444225352113,0.38028169014084506,0.38028169014084506,2.563380281690141,581.056338028169,3122.8169014084506,34.49295774647887
105,sq3-32,,,,,0.01,,,
106,sq3-33,47.37181020408163,8.588654285714286,0.0,0.0,2.0,1079.2857142857142,3725.918367346939,40.46938775510204
107,sq3-34,,,,,0.01,,,
108,sq3-35,47.369417647058825,8.599294705882352,0.0,0.0,2.0,932.0588235294117,4565.882352941177,48.1764705882353
109,sq3-36,,,,,0.01,,,
110,sq3-37,,,,,0.01,,,
111,sq4-1,47.375508426966285,8.430266235955058,0.06741573033707865,0.5393258426966292,3.701388888888889,479.60674157303373,8304.775280898877,42.050561797752806
112,sq4-2,47.37503622047244,8.435042913385825,0.5511811023622047,1.3858267716535433,3.92,668.2283464566929,7946.692913385827,39.889763779527556
113,sq4-3,47.37625714285714,8.439914523809525,0.7142857142857143,0.9523809523809523,4.0,562.5,7573.690476190476,35.833333333333336
114,sq4-4,47.37530330578513,8.445228429752065,10.330578512396695,23.58677685950413,4.0,212.27272727272728,7177.190082644628,46.8099173553719
115,sq4-5,47.374721908127206,8.449567597173145,13.229681978798586,30.431095406360424,3.9963636363636366,137.20848056537102,6853.303886925795,49.169611307420496
116,sq4-6,47.37411657754011,8.454704919786096,7.112299465240642,17.74866310160428,3.859154929577465,332.379679144385,6469.411764705882,42.76470588235294
117,sq4-7,47.37367807017544,8.459152982456141,4.4035087719298245,12.605263157894736,4.0,475.43859649122805,6137.763157894737,37.85964912280702
118,sq4-8,47.37456538461539,8.463728076923077,0.0,0.0,4.0,695.3846153846154,5785.384615384615,33.23076923076923
119,sq4-9,,,,,0.01,,,
120,sq4-10,47.375195999999995,8.476469400000001,0.0,0.0,3.0,637.8,4822.4,57.1
121,sq4-11,47.37517774086379,8.479575348837209,8.79734219269103,20.26578073089701,2.1362126245847177,413.03986710963454,4589.036544850498,52.49169435215947
122,sq4-12,47.37514693251533,8.484528680981596,49.012269938650306,97.06748466257669,1.0030674846625767,147.6073619631902,4216.733128834356,57.282208588957054
123,sq4-13,47.37513454545454,8.489471666666667,52.68484848484849,99.76969696969697,1.1242424242424243,164.96969696969697,3845.3939393939395,55.375757575757575
124,sq4-14,47.375086060606066,8.494436484848485,52.127272727272725,103.5030303030303,1.1363636363636365,159.62121212121212,3472.7727272727275,54.25151515151515
125,sq4-15,47.37504181818182,8.499401272727273,54.39393939393939,99.76969696969697,1.0333333333333334,135.87878787878788,3100.848484848485,60.21515151515152
126,sq4-16,47.37505670103093,8.50421591065292,28.3573883161512,51.58419243986254,1.0618556701030928,175.4295532646048,2740.0,56.78350515463917
127,sq4-17,47.37520107526881,8.509616129032258,29.096774193548388,50.22222222222222,1.4229390681003584,157.38351254480287,2335.4121863799282,54.44444444444444
128,sq4-18,47.37512567975831,8.514383141993958,120.14803625377644,223.41087613293053,1.0725075528700907,119.06344410876133,1981.2386706948641,57.78851963746224
129,sq4-19,47.37507387387387,8.519378228228227,89.26126126126127,160.21621621621622,1.0,140.46546546546546,1613.4084084084084,60.72372372372372
130,sq4-20,47.37503564954683,8.524372839879154,78.3262839879154,145.98187311178248,1.0,103.73111782477342,1250.7401812688822,60.16012084592145
131,sq4-21,47.37510062695925,8.5293702507837,62.93730407523511,115.3385579937304,1.0689655172413792,156.9435736677116,894.4514106583072,59.106583072100314
132,sq4-22,47.37517027027027,8.534381741741742,7.36936936936937,13.57957957957958,1.0,128.9189189189189,566.6066066066066,61.246246246246244
133,sq4-23,47.37512205438066,8.539376827794563,10.712990936555892,17.25679758308157,1.0,106.69184290030212,361.3595166163142,59.833836858006045
134,sq4-24,47.37508378378379,8.5443712012012,46.34234234234234,77.86186186186187,1.0,105.0,481.5165165165165,59.48048048048048
135,sq4-25,47.37505932721713,8.549344434250765,1.275229357798165,6.837920489296636,1.0,125.07645259938838,784.5871559633027,57.59327217125382
136,sq4-26,47.375130218068534,8.55437492211838,22.15576323987539,49.4392523364486,1.074766355140187,155.34267912772586,1130.7009345794393,57.638629283489095
137,sq4-27,47.375150303030296,8.559323424242423,22.933333333333334,49.10909090909091,1.3060606060606061,165.5,1489.1818181818182,55.587878787878786
138,sq4-28,47.37510242424243,8.564288242424242,19.43030303030303,46.472727272727276,1.8606060606060606,141.63636363636363,1855.969696969697,49.40909090909091
139,sq4-29,47.37507705479452,8.5691175,7.2534246575342465,16.554794520547944,2.9006849315068495,183.88698630136986,2215.3082191780823,59.03082191780822
140,sq4-30,47.37465676855895,8.574254890829694,2.314410480349345,2.646288209606987,3.8471615720524017,183.27510917030568,2604.279475982533,47.03056768558952
141,sq4-31,47.37548333333333,8.578941587301584,0.3492063492063492,0.4126984126984127,2.5555555555555554,389.484126984127,2940.9523809523807,45.53968253968254
142,sq4-32,47.37502136752137,8.583204444444444,1.9658119658119657,2.9914529914529915,2.0,661.4102564102565,3266.068376068376,48.26495726495727
143,sq4-33,47.3737475409836,8.590298524590164,0.7868852459016393,0.7868852459016393,2.0,1082.377049180328,3814.2622950819673,56.14754098360656
144,sq4-34,47.3750074074074,8.592915555555557,0.0,0.0,2.0,886.6666666666666,4001.1111111111113,49.44444444444444
145,sq4-35,,,,,0.01,,,
146,sq4-36,47.3767375,8.60546267857143,2.357142857142857,3.857142857142857,2.0,806.875,4932.053571428572,46.55357142857143
147,sq4-37,47.37577159763313,8.608513372781065,7.124260355029586,21.514792899408285,2.0,1049.1420118343194,5166.449704142012,53.49704142011834
148,sq5-1,47.37994493670886,8.429907911392407,21.354430379746834,40.43037974683544,2.199367088607595,147.35759493670886,8330.522151898735,41.72784810126582
149,sq5-2,47.37922696629213,8.433813370786517,0.8089887640449438,1.0786516853932584,2.707865168539326,308.9887640449438,8033.988764044944,40.39325842696629
150,sq5-3,47.37873617021277,8.439424680851063,0.0,0.0,4.0,650.3191489361702,7609.574468085107,34.276595744680854
151,sq5-4,47.38013333333333,8.444645641025641,0.0,0.0,0.01,499.1025641025641,7217.307692307692,48.23076923076923
152,sq5-5,,,,,0.01,,,
153,sq5-6,,,,,0.01,,,
154,sq5-7,,,,,0.01,,,
155,sq5-8,,,,,0.01,,,
156,sq5-9,47.38223333333334,8.471843333333334,0.0,6.666666666666667,2.1666666666666665,202.5,5179.166666666667,37.666666666666664
157,sq5-10,47.38145339805826,8.475182718446602,1.1941747572815533,2.621359223300971,2.0485436893203883,194.51456310679612,4921.26213592233,35.66990291262136
158,sq5-11,47.38006607142857,8.479688779761904,15.845238095238095,33.70238095238095,1.5148809523809523,288.6904761904762,4574.940476190476,40.580357142857146
159,sq5-12,47.380094610778436,8.484581497005987,36.35329341317365,75.07784431137725,1.0119760479041917,177.81437125748502,4205.958083832335,51.137724550898206
160,sq5-13,47.38007787878788,8.489569242424242,15.993939393939394,38.04848484848485,1.8757575757575757,190.4090909090909,3830.060606060606,48.71818181818182
161,sq5-14,47.38003575757576,8.494534545454545,30.1030303030303,62.7030303030303,1.9515151515151514,120.1969696969697,3455.742424242424,55.1030303030303
162,sq5-15,47.37998666666667,8.499499757575757,38.6,80.56969696969696,1.6272727272727272,213.5151515151515,3081.560606060606,55.73030303030303
163,sq5-16,47.38005391304348,8.504467246376812,50.77101449275362,100.02898550724638,1.6869565217391305,173.52173913043478,2708.855072463768,56.518840579710144
164,sq5-17,47.3800996996997,8.509416486486487,78.75675675675676,151.39939939939939,1.3033033033033032,201.12612612612614,2337.327327327327,55.8978978978979
165,sq5-18,47.38007393939394,8.514400030303031,81.53636363636363,175.1818181818182,1.0666666666666667,202.22727272727272,1963.4545454545455,57.33030303030303
